order_id,customer_id,store_id,order_date,order_status,payment_mode
46,1834,1196,2024-01-20,Completed,Card
47,916,955,2024-10-20,Completed,UPI
48,1390,1046,2025-12-18,Returned,Card
49,114,158,2025-06-07,Completed,UPI
50,631,1412,2025-07-25,Returned,UPI
51,39,1519,2023-11-19,Returned,UPI
52,355,1997,2026-02-16,Completed,upi
53,352,670,2026-01-07,Completed,UPI
54,33,1914,2023-07-23,Completed,Card
55,1365,1077,2023-05-19,Completed,Card
56,1282,1560,2026-05-22,Completed,UPI
57,121,1643,2024-09-05,Completed,Card
58,863,486,2024-12-16,Completed,Card
59,1181,146,2025-06-20,Completed,UPI
60,1475,1524,2026-06-28,Returned,UPI
61,1592,111,2024-03-22,Completed,UPI
62,295,399,2023-02-28,Completed,UPI
63,157,1704,2026-05-12,Completed,Net Banking
64,675,1862,2026-02-26,Completed,UPI
65,997,12,2024-07-16,Returned,UPI
66,558,768,2024-01-17,Returned,Card
67,1756,1271,2023-12-22,Completed,UPI
68,154,1419,2025-03-30,Completed,UPI
69,1146,626,2023-09-16,Completed,Card
70,442,1466,2024-09-11,Completed,UPI
71,318,894,2024-08-23,Completed,Card
72,1671,945,2024-12-28,Completed,UPI
73,1979,485,2025-02-14,Completed,Card
74,760,1276,2025-12-27,Completed,UPI
75,1169,375,2026-04-15,Completed,UPI
76,1169,406,2025-10-13,Completed,Net Banking
77,1971,287,2026-02-17,Completed,Card
78,923,1293,2024-10-21,Completed,Cash
79,890,200,2024-04-13,Completed,Cash
80,1816,1640,2026-05-20,Returned,Cash
81,693,1950,2025-12-20,Completed,UPI
82,1920,660,,Completed,Net Banking
83,1008,1625,2025-06-03,Cancelled,Net Banking
84,1491,659,2025-08-23,Completed,Net Banking
85,1416,1597,2026-06-22,Completed,Card
86,1961,1023,2025-12-23,Completed,Card
87,300,1733,2023-08-31,Completed,UPI
88,1597,1702,2025-07-02,Completed,UPI
89,1735,836,2024-06-05,Completed,Cash
90,1982,1113,2025-12-16,Completed,Card
91,1720,1765,2026-03-31,Completed,Cash
92,233,244,2026-04-10,Completed,UPI
93,362,1233,2025-07-12,Completed,Net Banking
94,1653,140,2023-11-25,Completed,Card
95,608,1086,2025-01-23,Returned,UPI
96,1217,1204,2025-08-13,Completed,Net Banking
97,1072,1435,2025-11-10,Completed,Net Banking
98,4318,1898,2025-02-02,Completed,UPI
99,4574,1928,2026-06-27,Completed,UPI
100,802,1548,2025-02-10,Returned,UPI
101,974,1955,2024-03-02,Completed,Cash
102,33,534,2026-01-18,Completed,Net Banking
103,296,1300,2024-06-04,Completed,Net Banking
104,153,986,2025-12-06,,UPI
105,1175,674,2025-08-04,Completed,Card
106,1471,1579,2023-06-01,Completed,Net Banking
107,1498,748,2025-02-27,Completed,Card
108,624,1176,2025-12-10,Completed,  Cash  
109,1986,620,2025-10-18,Completed,UPI
110,268,1669,2025-05-19,Completed,UPI
111,339,183,2025-12-28,Completed,UPI
112,627,1114,2025-04-25,Completed,Cash
113,1636,1448,2024-11-04,Completed,Card
114,412,965,2026-05-31,Completed,UPI
115,1945,122,2023-01-19,Completed,Card
116,1163,1224,2024-07-21,Completed,UPI
117,1284,1429,2025-03-14,Completed,UPI
118,339,979,2024-10-03,Completed,upi
119,1314,1066,2026-03-30,Completed,Card
120,863,957,2026-01-22,Completed,Cash
121,231,1047,2024-03-15,Completed,Net Banking
122,9,422,2024-04-28,Returned,Card
123,520,854,2025-06-03,Completed,Card
124,1218,5089,2025-04-21,Completed,UPI
125,1874,1043,2026-05-12,Completed,UPI
126,1723,679,2024-05-10,Completed,Net Banking
127,771,1803,2023-11-15,Completed,Cash
128,730,1928,2025-09-23,Returned,Card
129,1161,1192,2025-02-02,Completed,Cash
130,265,626,2025-06-12,Cancelled,UPI
131,398,1081,2025-01-03,Completed,Net Banking
132,1237,1210,2025-11-11,Returned,UPI
133,719,1032,2023-12-07,Completed,Card
134,289,34,2026-05-23,Completed,Card
135,1419,1942,2026-01-11,Completed,UPI
136,1676,103,2025-07-10,Completed,Card
137,485,1797,2025-09-30,Completed,Net Banking
138,1032,839,2023-03-02,Completed,UPI
139,1304,1455,2025-11-10,Completed,UPI
140,1407,760,2024-04-18,Completed,UPI
141,12,897,2024-02-20,Returned,Cash
142,252,47,2024-09-19,Completed,Card
143,1402,1572,2023-07-15,Completed,UPI
144,537,307,2024-04-29,Completed,Net Banking
145,917,1366,2025-05-23,Completed,Card
146,325,1797,2024-12-14,Completed,Card
147,1912,1223,2026-05-11,Returned,UPI
148,1339,1559,2024-09-29,Completed,UPI
149,1137,739,2024-03-17,Returned,UPI
150,1935,523,2026-04-18,Completed,Cash
151,1492,43,2025-03-18,Completed,UPI
152,1921,1896,2024-11-15,Cancelled,UPI
153,1663,359,2026-04-24,Completed,Cash
154,6644,591,2024-08-17,Completed,Net Banking
155,667,753,2025-05-19,Completed,Cash
156,1813,1048,2026-02-10,Completed,Card
157,1239,1482,2025-07-03,Completed,Cash
158,85,1001,2024-06-30,,Card
159,451,855,2024-06-02,Completed,Card
160,665,128,2023-01-18,Completed,UPI
161,3572,977,2024-07-21,Completed,UPI
162,3698,1254,2025-04-11,Completed,UPI
163,517,1160,2025-11-08,Returned,Net Banking
164,1528,19,2026-06-03,Returned,Card
165,1772,512,2024-08-31,Cancelled,Card
166,1424,444,2025-01-06,Completed,UPI
167,1282,658,2025-05-30,Returned,Net Banking
168,52,1998,2024-09-22,Completed,Net Banking
169,334,520,2024-09-04,Completed,UPI
170,1477,1643,2025-01-17,Completed,UPI
171,1111,1142,2025-07-28,Completed,UPI
172,1992,1575,2025-12-20,Completed,Card
173,1659,1369,2025-04-09,Completed,UPI
174,183,775,2025-08-17,Completed,Cash
175,1973,146,2026-03-31,Completed,UPI
176,333,1017,2024-07-04,Completed,Cash
177,1261,1618,2026-02-15,Completed,Card
178,268,1388,2026-06-14,Completed,UPI
179,780,491,2026-01-19,Completed,Card
180,1404,412,2024-09-08,,Card
181,594,1062,2025-01-31,Completed,UPI
182,585,1218,2024-11-26,Completed,UPI
183,1238,62,2024-07-28,Completed,UPI
184,606,1251,2023-10-25,Completed,Cash
185,201,1431,2024-05-24,Returned,UPI
186,1632,1423,2026-01-12,Completed,UPI
187,1292,1447,2024-03-26,Returned,UPI
188,1401,17,2024-02-09,Returned,UPI
189,646,1910,2026-01-17,Completed,UPI
190,109,1783,2026-03-20,Completed,UPI
191,1668,1883,2025-11-15,Completed,Net Banking
192,1648,987,2024-08-20,Completed,UPI
193,291,834,2024-08-17,Completed,Cash
194,1703,245,2026-05-14,Completed,UPI
195,555,1164,2025-06-01,Cancelled,UPI
196,1948,1941,2024-11-29,Completed,UPI
197,1791,1566,2026-02-22,Completed,UPI
198,1048,1346,2024-04-14,Completed,Net Banking
199,796,844,2024-07-12,Completed,UPI
200,1270,1325,2025-06-01,Completed,UPI
201,1815,590,2025-02-10,Completed,UPI
202,488,1941,2023-03-03,Completed,Cash
203,1711,1317,2025-05-19,Completed,Card
204,351,435,2026-03-13,Cancelled,UPI
205,1036,78,2023-09-22,Completed,Net Banking
206,1409,1429,2026-04-18,Completed,Card
207,497,432,2025-12-08,Completed,Net Banking
208,1758,205,2026-04-27,Completed,Card
209,1122,97,2025-03-05,Completed,Cash
210,406,1549,2023-05-14,,Card
211,953,1447,2023-01-15,Completed,Net Banking
212,1174,1029,2026-01-09,Completed,Card
213,1678,578,2023-06-28,Completed,Cash
214,395,1877,2023-05-04,Completed,Card
215,281,1385,2025-12-03,Completed,Card
216,376,1060,2023-05-10,Completed,Card
217,1695,1547,2024-02-13,Completed,Cash
218,1530,1874,2024-06-14,Completed,Card
219,13,1177,2023-06-14,Completed,UPI
220,301,1966,2024-05-23,Completed,UPI
221,1425,1595,2025-12-05,Returned,Card
222,360,999,2025-05-21,Completed,Cash
223,890,3,2026-05-27,Returned,Net Banking
224,503,1791,2024-03-06,Completed,UPI
225,317,939,2026-03-26,Completed,Net Banking
226,921,355,2024-12-09,Completed,Cash
227,1615,302,2023-04-13,Completed,UPI
228,311,191,2026-04-07,Completed,UPI
229,1268,588,2024-01-22,,UPI
230,1549,1193,2025-12-26,Completed,UPI
231,276,1081,2026-02-13,Returned,Card
232,1468,797,2024-05-15,Completed,UPI
233,769,1957,2024-12-19,Completed,Cash
234,181,1048,2026-03-07,Completed,Card
235,1333,22,2024-11-26,Completed,UPI
236,1905,302,2024-04-08,Completed,UPI
237,1533,1786,2026-01-26,Returned,UPI
238,1665,1376,2023-09-25,Completed,UPI
239,1932,1781,2026-06-07,Completed,UPI
240,579,127,2025-11-14,Completed,UPI
241,1573,278,2025-12-08,Completed,UPI
242,671,1116,2025-11-24,Returned,Net Banking
243,710,172,2026-06-20,Returned,UPI
244,865,1220,2024-03-27,Completed,Card
245,1073,1255,2023-07-21,Completed,UPI
246,247,1340,2026-03-15,Completed,UPI
247,1197,1024,2026-03-06,Completed,Card
248,257,1510,2026-03-23,Completed,Card
249,581,1923,2024-12-23,Completed,UPI
250,747,1919,2024-06-13,Completed,UPI
251,648,1982,2026-03-26,Completed,UPI
252,1699,295,2023-08-06,Completed,Card
253,1826,979,2023-10-01,Completed,Card
254,1413,1310,2026-02-21,Completed,UPI
255,130,219,2025-02-26,Completed,Cash
256,1405,758,2025-05-10,Returned,UPI
257,1103,101,2025-01-18,Completed,UPI
258,1533,1271,2023-10-08,Completed,Card
259,1618,1420,2025-04-25,Completed,Card
260,353,560,2025-05-02,Completed,Net Banking
261,1699,773,2025-07-10,Completed,UPI
262,62,1544,2024-10-14,Completed,Card
263,459,409,2026-04-01,Completed,UPI
264,1900,640,2023-08-29,Completed,UPI
265,138,369,2024-09-08,Completed,Card
266,185,1151,2025-01-01,Completed,UPI
267,275,311,2025-08-01,Returned,Card
268,327,392,2025-07-28,Cancelled,UPI
269,1771,1337,2026-06-18,Returned,UPI
270,331,306,2024-10-07,Completed,Cash
271,342,1571,2025-09-09,Completed,Card
272,926,1529,2026-06-13,Completed,Cash
273,1642,1702,2023-11-26,Completed,Card
274,538,1317,2024-04-18,Completed,UPI
275,940,1972,2025-06-20,,Card
276,1883,693,2024-07-21,Completed,Net Banking
277,1951,1758,2026-02-25,Completed,Card
278,469,240,2025-11-09,Completed,Net Banking
279,1900,1497,2024-01-18,Completed,Card
280,1858,1646,2025-04-15,Completed,Net Banking
281,1730,807,2026-05-19,Completed,Cash
282,1390,1468,2025-03-17,Returned,UPI
283,946,1545,2024-05-19,Completed,UPI
284,1373,240,2025-08-19,Completed,Card
285,1098,49,2025-03-22,Completed,UPI
286,1086,948,2026-04-15,Completed,UPI
287,47,1264,2025-09-08,Completed,Card
288,1364,274,2025-04-03,Completed,Card
289,1794,341,2023-11-23,Completed,UPI
290,1603,1791,2025-12-16,,Card
291,806,247,2023-12-06,Returned,UPI
292,793,578,2023-09-17,Completed,UPI
293,1971,258,2023-03-29,Cancelled,Card
294,217,1286,2025-10-16,Completed,Cash
295,244,524,2025-08-16,Completed,Net Banking
296,690,315,2025-08-12,Completed,UPI
297,1712,1699,2025-07-05,Completed,UPI
298,952,675,2025-08-01,Completed,Net Banking
299,1942,1268,2025-10-11,Completed,Card
300,1173,305,2026-01-25,Returned,UPI
301,115,156,2026-04-24,Completed,UPI
302,562,653,2025-11-30,Cancelled,Net Banking
303,955,317,2025-06-05,Completed,UPI
304,1851,1977,2023-03-27,Completed,Card
305,438,70,2026-04-21,Cancelled,Card
306,1850,489,2026-04-19,Completed,UPI
307,1732,905,2026-01-13,Completed,Cash
308,1088,1329,2025-05-05,Completed,Card
309,120,1590,2025-02-02,Returned,UPI
310,1093,1328,2024-12-10,Completed,UPI
311,1903,1907,2025-04-20,,Cash
312,702,1354,2023-06-11,Completed,Card
313,195,16,2025-09-09,,UPI
314,1568,473,2023-12-29,Completed,UPI
315,737,162,2025-08-21,,UPI
316,353,124,2025-02-25,Completed,Net Banking
317,675,1856,2025-12-30,Completed,UPI
318,724,576,2026-01-24,Returned,Card
319,1371,1077,2026-02-10,Completed,Card
320,1085,1806,2024-08-26,Completed,Card
321,48,1514,2023-01-14,Completed,UPI
322,1124,3748,2026-04-14,Completed,UPI
323,714,1671,2023-11-03,Completed,UPI
324,1139,483,2025-09-26,Completed,UPI
325,178,1537,2025-10-15,Completed,Card
326,1668,1703,2023-11-26,Completed,Net Banking
327,973,4380,2025-04-01,Completed,Cash
328,1882,783,,Completed,Net Banking
329,1721,534,2025-04-28,Cancelled,Net Banking
330,1153,1706,2023-12-21,Cancelled,Net Banking
331,1548,1611,2023-12-15,Cancelled,Net Banking
332,266,1940,2024-11-27,Completed,  UPI  
333,1894,604,2024-09-29,Completed,UPI
334,1374,887,2026-06-01,Completed,Cash
335,892,1711,2025-08-19,Completed,UPI
336,297,94,2025-01-10,Completed,UPI
337,804,130,2024-04-20,Completed,UPI
338,1990,846,2025-07-20,Completed,Cash
339,1748,1167,2026-02-24,Completed,Net Banking
340,1082,1801,2025-05-01,Returned,UPI
341,72,951,2025-12-24,Completed,Cash
342,1302,570,2026-04-30,Completed,UPI
343,11,183,2025-03-11,Cancelled,Cash
344,803,1002,2026-02-09,Completed,Cash
345,1218,669,2023-10-27,Completed,UPI
346,1673,515,2025-02-12,Completed,UPI
347,489,1759,2025-02-04,Completed,UPI
348,54,1417,2024-09-09,Completed,UPI
349,46,1481,2024-10-10,Completed,Cash
350,1203,609,2024-08-19,Completed,Card
351,1223,1178,2024-04-19,Completed,Card
352,1829,1640,2025-04-21,Completed,UPI
353,1782,1765,2024-03-14,Completed,Cash
354,903,205,2023-09-07,Completed,UPI
355,291,924,2025-10-22,Completed,  UPI  
356,6637,765,2024-08-27,Completed,UPI
357,271,1172,2025-01-11,Completed,Cash
358,1671,69,2026-02-15,Completed,UPI
359,1586,67,2025-07-31,Completed,UPI
360,5378,401,2023-01-21,Completed,Net Banking
361,1345,462,,Completed,UPI
362,3469,898,2025-02-05,,UPI
363,885,312,2024-07-01,Completed,UPI
364,553,1940,2025-09-14,Completed,UPI
365,318,1826,2026-04-20,Completed,Card
366,516,986,2026-03-02,Completed,Card
367,760,1534,2026-06-23,Completed,Card
368,799,571,2024-12-05,Completed,Net Banking
369,1766,725,2024-04-16,Completed,  Card  
370,1151,476,2026-04-20,Completed,UPI
371,1450,1676,2026-04-14,Completed,UPI
372,1258,811,2023-12-07,Completed,Card
373,1961,569,2025-02-09,Completed,UPI
374,1142,1713,2025-08-09,Completed,Card
375,852,849,2026-05-12,Completed,UPI
376,1839,1100,2026-05-08,Returned,Cash
377,1005,1054,2026-05-27,,upi
378,1963,1235,2024-03-28,Completed,UPI
379,1748,402,2026-05-06,Completed,Card
380,1466,1442,2025-06-28,Completed,UPI
381,310,1266,2024-11-12,Completed,Net Banking
382,1157,672,2023-02-12,Completed,Card
383,979,1052,2023-11-19,Completed,Card
384,854,1358,2025-08-03,Completed,UPI
385,134,1040,2026-02-07,Completed,Net Banking
386,1434,462,2025-11-07,Returned,Cash
387,121,1193,2025-09-09,Returned,UPI
388,1083,1322,2024-04-30,Completed,UPI
389,1203,1898,,Completed,UPI
390,902,289,2026-04-19,Completed,UPI
391,1278,1895,2026-02-19,Completed,UPI
392,1787,437,2025-04-25,Returned,Card
393,1138,135,2026-02-04,Completed,Card
394,566,767,2025-09-16,Completed,UPI
395,1559,637,2023-06-24,Returned,UPI
396,935,32,2025-02-14,Completed,UPI
397,154,1959,2025-03-23,Completed,Cash
398,1171,726,2025-01-23,Completed,Card
399,179,359,2026-06-26,Completed,Cash
400,1244,988,2026-04-29,Completed,Card
401,449,869,2026-02-07,Completed,Card
402,733,670,2023-01-17,Returned,Card
403,593,1888,2025-03-03,Completed,UPI
404,218,1403,2025-11-11,Completed,UPI
405,1941,1643,2025-07-24,Completed,UPI
406,265,961,2024-04-02,Completed,Card
407,847,1716,2026-02-13,Returned,UPI
408,1328,450,2024-03-08,Completed,UPI
409,401,436,2026-05-17,Completed,Card
410,1995,1780,2025-09-24,Completed,UPI
411,151,467,2023-05-11,Completed,UPI
412,1843,818,2024-03-23,,Cash
413,1002,709,2025-06-16,Completed,Cash
414,1189,1726,2025-10-22,Completed,Cash
415,1640,1594,2025-10-31,Completed,UPI
416,1963,134,2024-10-31,Completed,Cash
417,1213,514,2024-05-07,Completed,UPI
418,635,1912,2026-03-16,Completed,UPI
419,1482,32,2024-12-06,Completed,UPI
420,853,147,2025-12-25,Completed,UPI
421,1521,1978,2025-05-15,Cancelled,Net Banking
422,665,513,2023-10-12,Completed,UPI
423,1424,3726,2024-03-05,Completed,UPI
424,1999,567,2025-11-06,Completed,Card
425,1620,1695,2026-04-03,Completed,Card
426,1569,1603,2024-11-11,Completed,UPI
427,411,225,2025-12-26,Completed,Net Banking
428,738,1075,2024-03-06,Completed,UPI
429,1824,3385,2025-12-16,Completed,UPI
430,311,298,2024-12-25,Completed,UPI
431,1051,1241,2026-04-03,,Card
432,876,172,2026-04-08,,Card
433,59,1562,2025-06-05,Completed,UPI
434,1612,850,2026-02-24,Completed,Cash
435,294,1821,2023-05-20,Completed,Card
436,332,1134,2026-06-12,Completed,UPI
437,705,808,2024-11-05,Completed,Card
438,1614,120,2025-05-24,Completed,UPI
439,977,1738,2025-10-16,Completed,Card
440,405,619,2025-01-05,Completed,Card
441,734,1196,2026-05-03,Completed,Cash
442,1451,634,2024-10-19,Completed,UPI
443,1177,731,2026-06-04,Completed,UPI
444,1323,400,2023-08-14,Completed,UPI
445,1804,1930,2025-11-25,Returned,UPI
446,711,188,2025-05-21,Completed,UPI
447,944,1530,2024-01-06,Completed,Cash
448,1819,792,2026-01-18,Returned,UPI
449,1925,1990,2025-10-16,Completed,UPI
450,512,1671,2023-08-20,Completed,Card
451,1625,1180,2023-04-05,Completed,UPI
452,1760,212,2024-11-22,Completed,Card
453,4711,1485,2023-01-02,Returned,Card
454,1819,4,2025-01-01,Returned,Cash
455,1930,1157,2026-05-15,Completed,Cash
456,1468,534,2025-12-07,Completed,Net Banking
457,1441,100,2024-12-11,Completed,UPI
458,745,1102,2025-11-15,Completed,Cash
459,1752,153,2025-06-06,Completed,UPI
460,318,330,2026-02-20,Completed,Card
461,867,358,2026-06-04,Completed,Card
462,46,1324,2025-07-20,Completed,Card
463,1790,717,2023-03-29,Completed,UPI
464,1833,137,2024-10-27,Completed,UPI
465,1271,740,2025-11-27,Completed,Card
466,188,1266,2026-04-21,Completed,Card
467,1878,1266,2024-11-04,Completed,UPI
468,1304,754,2025-11-23,Completed,UPI
469,1922,161,2025-03-03,Returned,UPI
470,511,1857,2023-07-05,Completed,UPI
471,1221,376,2024-05-25,Returned,Card
472,1074,826,2025-10-23,Completed,UPI
473,967,484,2025-04-14,Completed,Card
474,650,1165,2023-02-03,Completed,UPI
475,1965,1619,2026-06-30,Completed,Card
476,1044,1273,2025-11-29,Returned,Card
477,1108,1650,2026-01-10,Completed,UPI
478,1903,1554,2025-02-13,Completed,Net Banking
479,565,9,2026-05-04,Returned,Card
480,1430,1385,2024-03-26,Completed,UPI
481,259,239,2025-12-10,Completed,Cash
482,304,1301,2026-01-04,Completed,UPI
483,1066,1232,2025-10-27,Completed,Cash
484,1751,1752,2025-12-07,Completed,Card
485,1226,176,2025-02-15,Completed,UPI
486,803,1419,2025-02-19,Completed,UPI
487,93,1878,2026-01-07,Returned,UPI
488,464,86,2026-01-20,Completed,UPI
489,1854,672,2023-10-21,Completed,Cash
490,38,1231,2025-04-27,Returned,Card
491,1019,1819,2024-11-20,Returned,UPI
492,1167,707,2023-11-30,Completed,UPI
493,1445,877,2024-04-16,Completed,UPI
494,1960,851,2024-04-29,Completed,UPI
495,1635,1774,2024-10-28,Completed,Card
496,824,1773,2025-01-27,Completed,Card
497,1331,721,2025-05-30,Completed,Cash
498,402,1189,2025-07-07,Completed,Card
499,1605,1634,2024-09-30,Completed,Cash
500,679,1727,2023-05-26,Cancelled,UPI
501,1293,240,2026-03-10,Completed,Card
502,442,907,2026-06-26,Completed,UPI
503,58,607,2025-05-18,Completed,Card
504,1069,1780,2023-03-10,Completed,Card
505,52,1428,2023-06-24,Completed,Net Banking
506,1215,978,2023-02-11,Completed,Card
507,1200,1560,2025-07-12,Completed,Cash
508,1496,1215,2025-09-14,Completed,UPI
509,1332,1604,,Completed,Card
510,59,506,2026-03-14,Completed,UPI
511,248,210,2025-10-01,Completed,Net Banking
512,1094,463,2024-05-17,Completed,Card
513,346,381,2024-02-11,Completed,UPI
514,609,372,2023-12-20,Completed,UPI
515,1568,826,2025-08-04,Completed,UPI
516,1229,1549,2025-11-05,Completed,Net Banking
517,2,164,2024-09-16,,Card
518,378,1999,2026-01-28,Completed,Cash
519,1936,187,2024-05-23,Completed,UPI
520,1970,988,2025-11-26,Completed,UPI
521,1059,1539,2024-12-27,Completed,Card
522,1697,711,2023-10-18,Completed,Net Banking
523,1388,1408,2026-05-21,Completed,Card
524,486,1464,2024-08-02,Completed,Cash
525,1143,1440,2024-03-12,Completed,Card
526,1334,1909,2024-12-05,Completed,Card
527,1177,1482,2026-02-10,Completed,Net Banking
528,201,1458,2024-10-15,Completed,Card
529,1663,1308,2026-01-08,Cancelled,UPI
530,530,6408,2025-01-03,Completed,UPI
531,313,357,2023-09-21,Completed,Cash
532,421,1,2025-08-09,Completed,Card
533,1610,1304,2025-11-16,Completed,Cash
534,787,1088,2025-05-04,Returned,Cash
535,1637,1372,2025-07-28,Completed,Cash
536,1934,493,2026-02-21,Completed,UPI
537,1131,1950,2024-07-30,Completed,Card
538,772,1180,2026-04-01,Completed,UPI
539,662,1180,2023-06-10,Completed,UPI
540,934,625,2025-12-30,Completed,Net Banking
541,816,1484,2026-03-15,Completed,UPI
542,497,1314,2024-08-09,Completed,Card
543,992,571,2023-06-13,Returned,Card
544,1519,1896,2023-10-21,Completed,UPI
545,666,905,2026-01-24,Completed,UPI
546,1537,1841,2025-08-30,Completed,Net Banking
547,213,1975,2025-09-19,Completed,Card
548,829,452,2024-12-13,Cancelled,UPI
549,882,1147,2026-01-09,Completed,Cash
550,701,1378,2025-05-25,Returned,UPI
551,1201,1698,2026-03-14,Completed,UPI
552,1312,1538,2026-02-18,Completed,Cash
553,1278,1845,2026-05-30,Completed,UPI
554,1685,453,2024-01-05,Completed,Card
555,577,262,2023-03-30,Completed,Card
556,186,1215,2025-10-02,Completed,Cash
557,1553,1808,2024-07-25,Completed,Card
558,724,211,2023-06-15,Completed,Cash
559,1444,1223,2026-05-08,Completed,Card
560,1644,194,2025-01-27,Completed,Card
561,1200,1879,2024-03-10,Completed,Card
562,1103,1282,2025-01-08,Completed,UPI
563,1986,1132,2024-03-01,Completed,Net Banking
564,1225,1605,2026-01-06,Completed,Card
565,792,1370,2023-10-03,Completed,cash
566,766,1646,2023-04-11,Completed,UPI
567,982,1928,2025-09-09,Completed,UPI
568,1394,1509,2026-05-14,Returned,Cash
569,1422,1744,2025-04-07,Completed,UPI
570,847,1105,2025-11-19,Completed,UPI
571,1877,1336,2025-01-03,Completed,  Card  
572,1445,232,2024-11-19,Completed,Card
573,307,463,2026-03-14,Completed,UPI
574,658,959,2026-05-05,Completed,UPI
575,1802,1253,2024-12-30,Completed,UPI
576,905,550,2024-02-20,Completed,UPI
577,1103,367,2024-11-18,Completed,Card
578,683,358,2026-01-03,Completed,Cash
579,921,1581,2025-06-04,Completed,Cash
580,1825,113,2024-07-29,Completed,Card
581,1389,1035,2023-09-21,Completed,UPI
582,188,1281,2024-07-12,Completed,Cash
583,856,733,2023-11-21,Completed,UPI
584,983,133,2024-04-28,Completed,UPI
585,4,55,2025-04-18,Completed,UPI
586,1988,1622,2026-05-14,Completed,Card
587,371,1347,2024-01-26,Completed,Card
588,785,828,2026-04-17,Completed,Card
589,463,1597,2026-06-07,Completed,Cash
590,88,578,2024-10-25,Completed,Net Banking
591,43,1474,2024-09-01,Completed,Card
592,1090,253,2025-11-27,Completed,UPI
593,631,76,2024-12-08,Completed,UPI
594,1767,1809,2024-12-23,Completed,UPI
595,1638,1237,2026-01-19,Completed,Net Banking
596,620,897,2025-08-06,Completed,UPI
597,1674,851,2025-01-23,Cancelled,Net Banking
598,680,1436,2024-09-24,Completed,Card
599,364,487,2024-11-08,Completed,UPI
600,1684,1026,2024-01-23,Completed,UPI
601,193,851,2023-10-22,Completed,Card
602,528,17,2024-08-04,Completed,UPI
603,1929,190,2024-05-09,Completed,UPI
604,172,393,2025-11-20,Completed,UPI
605,1869,449,2025-06-20,Cancelled,UPI
606,1229,315,2024-05-13,Completed,Net Banking
607,1508,1112,2026-06-27,Cancelled,UPI
608,1743,469,2024-04-24,Completed,Net Banking
609,1159,565,2026-01-15,Completed,Card
610,1752,1090,2024-09-09,Completed,UPI
611,372,417,2025-05-10,Completed,UPI
612,425,510,2024-05-25,Completed,Cash
613,1996,799,2023-03-05,Completed,Net Banking
614,1293,4012,2025-02-17,Completed,UPI
615,1960,377,2023-07-30,Completed,Card
616,1629,1290,2026-01-28,Completed,Card
617,636,145,2025-07-16,,UPI
618,187,651,2025-05-18,Completed,UPI
619,771,1761,2026-01-03,Completed,UPI
620,1482,1988,2025-12-11,Completed,UPI
621,215,40,2024-09-19,Completed,Card
622,1863,455,2023-10-08,Completed,Card
623,503,1726,2024-11-29,Completed,UPI
624,1144,763,2023-03-20,Completed,Cash
625,1000,742,2024-10-20,Completed,UPI
626,1142,1322,2024-01-07,Completed,Cash
627,211,1906,2023-02-01,Completed,UPI
628,1661,1246,2023-04-10,Completed,UPI
629,1998,1096,2025-10-05,Completed,Card
630,826,770,2026-04-22,Completed,UPI
631,1263,1706,2023-07-31,Completed,Cash
632,643,336,2025-12-21,Completed,Cash
633,939,963,2024-01-24,Completed,Cash
634,1336,1935,2024-01-05,Cancelled,Net Banking
635,268,1415,2023-03-04,Completed,UPI
636,1907,1111,2023-03-14,Completed,UPI
