order_item_id,order_id,product_id,quantity,list_price,discount_pct,selling_price,profit
110,1742,1515,1.0,2193.91,0.0,2193.91,983.31
111,1266,866,1.0,1749.34,0.0,1749.34,886.03
112,1550,1336,2.0,1931.33,0.0,1931.33,1817.5
113,77,1675,3.0,2120.93,0.0,2120.93,2586.51
114,387,1257,1.0,1775.07,20.0,1420.06,661.06
115,1648,1356,1.0,1315.55,20.0,1052.44,402.57
116,1214,652,2.0,2054.83,0.0,2054.83,2115.02
117,720,687,2.0,994.39,0.0,994.39,1122.94
118,1581,1691,1.0,1719.38,15.0,1461.47,569.72
119,936,619,1.0,1721.31,0.0,1721.31,743.69
120,588,1364,1.0,956.28,5.0,908.47,366.16
121,645,490,1.0,640.83,5.0,608.79,237.13
122,1470,279,1.0,2002.5,0.0,2002.5,949.02
123,537,205,1.0,618.64,5.0,587.71,233.61
124,363,68,3.0,2039.15,0.0,2039.15,2458.26
125,1407,1740,2.0,369.75,0.0,369.75,394.1
126,783,1608,1.0,706.71,0.0,706.71,293.91
127,604,898,1.0,1533.76,0.0,1533.76,773.06
128,644,546,1.0,1697.93,0.0,1697.93,671.62
129,660,565,1.0,1456.16,30.0,1019.31,146.45
130,1799,1436,1.0,1165.21,0.0,1165.21,656.64
131,1075,1618,3.0,1874.01,0.0,1874.01,2449.02
132,1723,169,1.0,542.25,0.0,542.25,310.59
133,767,1295,1.0,2336.03,0.0,2336.03,1334.16
134,1661,977,1.0,2363.8,0.0,2363.8,1148.6
135,413,311,1.0,1484.04,0.0,1484.04,748.73
136,4294,270,1.0,557.33,0.0,557.33,268.2
137,1623,60,1.0,708.24,15.0,602.0,276.73
138,252,1627,1.0,1973.11,0.0,1973.11,1131.86
139,1299,634,1.0,988.98,5.0,939.53,488.29
140,1712,1516,,833.31,0.0,833.31,378.88
141,1971,138,1.0,892.69,0.0,892.69,451.97
142,1605,1432,2.0,1306.82,0.0,1306.82,1238.88
143,1714,101,1.0,1330.01,0.0,1330.01,644.18
144,1045,1012,1.0,1118.24,,1062.33,587.77
145,615,1128,2.0,1384.01,0.0,1384.01,1237.52
146,1977,186,2.0,2390.35,10.0,2151.32,2280.2
147,1753,1077,1.0,478.21,0.0,478.21,189.24
148,180,1300,1.0,1604.95,5.0,1524.7,832.75
149,1847,1320,1.0,680.7,20.0,544.56,145.52
150,1317,325,1.0,1943.68,0.0,1943.68,741.65
151,1000,429,1.0,2316.01,0.0,2316.01,1314.26
152,297,1325,1.0,372.05,15.0,316.24,103.31
153,1361,897,3.0,1142.76,10.0,1028.48,1004.34
154,1027,908,3.0,2155.68,10.0,1940.11,2064.24
155,1646,313,1.0,1057.55,0.0,1057.55,596.65
156,1047,1626,1.0,1694.15,15.0,1440.03,576.8
157,666,244,1.0,2271.24,0.0,2271.24,1172.44
158,366,1628,1.0,1044.07,,1044.07,516.69
159,1673,124,2.0,381.57,0.0,381.57,360.96
160,802,875,1.0,1623.42,0.0,1623.42,648.19
161,296,315,2.0,1958.76,0.0,1958.76,1828.46
162,1998,1301,2.0,1064.55,10.0,958.1,784.84
163,111,427,1.0,519.3,0.0,519.3,215.42
164,532,794,,503.34,30.0,352.34,92.53
165,277,877,1.0,325.98,0.0,325.98,176.09
166,321,1559,1.0,2371.38,0.0,2371.38,934.17
167,1350,1634,1.0,2064.2,5.0,1960.99,710.3
168,337,918,2.0,1394.92,0.0,1394.92,1528.42
169,1679,76,1.0,2451.75,,2451.75,1210.87
170,580,30,1.0,1980.19,0.0,1980.19,903.36
171,16,1608,1.0,706.71,0.0,706.71,293.91
172,1631,1460,1.0,2296.84,0.0,2296.84,1007.91
173,1362,684,1.0,2294.53,0.0,2294.53,1140.39
174,590,595,1.0,1954.28,0.0,1954.28,893.36
175,1541,1640,1.0,931.5,0.0,931.5,389.84
176,1110,1393,1.0,1657.54,0.0,1657.54,746.1
177,790,907,1.0,985.32,0.0,985.32,470.91
178,1692,302,2.0,881.75,0.0,881.75,993.86
179,918,1197,1.0,2251.42,5.0,2138.85,860.73
180,1069,1912,3.0,781.62,0.0,781.62,986.7
181,378,745,1.0,2367.03,10.0,2130.33,826.06
182,474,1200,1.0,1396.15,,1396.15,607.16
183,1918,262,1.0,2355.95,10.0,2120.36,794.17
184,80,1845,1.0,1052.12,0.0,1052.12,556.37
185,53,755,1.0,2164.52,0.0,2164.52,1098.51
186,490,1622,1.0,1972.99,5.0,1874.34,817.49
187,1197,651,1.0,1849.91,15.0,1572.42,764.76
188,1002,1497,1.0,1897.25,0.0,1897.25,883.94
189,238,1784,1.0,1491.34,0.0,1491.34,651.94
190,525,33,1.0,2083.83,5.0,1979.64,898.43
191,48,1124,1.0,1528.1,0.0,1528.1,747.8
192,1359,1579,1.0,1306.88,10.0,1176.19,422.13
193,1937,1612,1.0,1574.2,0.0,1574.2,605.69
194,792,1912,1.0,781.62,30.0,547.13,94.41
195,1622,1125,1.0,2133.05,0.0,2133.05,816.97
196,881,957,2.0,1211.72,0.0,1211.72,1265.16
197,1912,1781,1.0,1307.98,20.0,1046.38,272.74
198,160,180,1.0,502.6,5.0,477.47,241.06
199,49,1805,1.0,1362.52,0.0,1362.52,684.91
200,1540,1259,1.0,1673.79,0.0,1673.79,643.64
201,1050,1732,1.0,878.24,0.0,878.24,490.68
202,973,761,2.0,925.66,15.0,786.81,543.16
203,656,1522,1.0,1548.15,10.0,1393.34,501.63
204,827,1474,1.0,1502.95,0.0,1502.95,768.27
205,1819,152,,798.28,0.0,798.28,334.74
206,1082,1706,2.0,1167.89,5.0,1109.5,898.84
207,512,1310,1.0,1017.51,0.0,1017.51,431.5
208,911,61,2.0,2102.32,0.0,2102.32,2041.58
209,58,1394,2.0,1912.47,30.0,1338.73,958.6
210,1726,582,1.0,628.35,0.0,628.35,259.02
211,1120,450,1.0,2003.41,10.0,1803.07,687.8
212,949,742,1.0,1954.43,10.0,1758.99,898.23
213,305,694,1.0,2248.25,0.0,2248.25,1243.17
214,1012,976,1.0,1648.34,0.0,1648.34,896.23
215,1430,206,1.0,2031.96,0.0,2031.96,1148.08
216,882,530,2.0,1492.96,0.0,1492.96,1344.68
217,1002,1459,,1951.85,0.0,1951.85,911.77
218,1307,1965,1.0,829.07,0.0,829.07,444.2
219,1144,109,1.0,2194.22,0.0,2194.22,876.13
220,1702,1184,3.0,1576.09,0.0,1576.09,1906.71
221,1498,456,1.0,1781.53,0.0,1781.53,931.27
222,1779,1996,1.0,1891.44,0.0,1891.44,1063.12
223,829,644,2.0,787.37,20.0,629.9,348.4
224,859,1336,1.0,1931.33,10.0,1738.2,715.62
225,765,1070,1.0,1457.36,0.0,1457.36,805.44
226,160,23,1.0,2304.41,15.0,1958.75,928.55
227,1470,1096,1.0,2481.99,5.0,2357.89,917.34
228,1066,1679,1.0,1741.43,10.0,1567.29,489.12
229,1891,1921,1.0,1787.43,30.0,1251.2,362.05
230,990,153,1.0,1098.88,0.0,1098.88,535.32
231,231,402,1.0,1624.45,0.0,1624.45,703.36
232,1223,1226,1.0,788.67,0.0,788.67,396.72
233,782,184,1.0,380.61,0.0,380.61,213.75
234,1629,493,2.0,2036.68,15.0,1731.18,1226.4
235,911,995,1.0,1142.39,20.0,913.91,208.12
236,989,392,2.0,2208.45,0.0,2208.45,2226.5
237,1592,1580,1.0,1499.72,0.0,1499.72,801.67
238,1216,826,1.0,1950.62,0.0,1950.62,968.71
239,1427,1090,2.0,2145.33,0.0,2145.33,1791.9
240,483,262,1.0,2355.95,0.0,2355.95,1029.76
241,154,892,1.0,2307.33,15.0,1961.23,808.85
242,1000,33,1.0,2083.83,5.0,1979.64,898.43
243,821,42,1.0,2037.12,10.0,1833.41,974.4
244,421,1187,1.0,2335.63,30.0,1634.94,246.4
245,1780,1058,1.0,1242.65,0.0,1242.65,481.97
246,311,451,1.0,2457.79,5.0,2334.9,1163.14
247,1441,1436,1.0,1165.21,0.0,1165.21,656.64
248,7,1083,1.0,528.16,5.0,501.75,235.08
249,774,1246,1.0,1522.35,0.0,1522.35,670.71
250,1728,360,1.0,1933.23,20.0,1546.58,368.98
251,604,1890,1.0,1848.97,0.0,1848.97,797.41
252,566,627,1.0,565.71,0.0,565.71,247.94
253,560,246,1.0,688.3,0.0,688.3,360.77
254,1709,1872,1.0,2166.36,30.0,1516.45,292.78
255,278,1375,1.0,1977.62,0.0,1977.62,757.71
256,1051,1034,1.0,1329.16,0.0,1329.16,764.38
257,1119,1936,1.0,1149.86,0.0,1149.86,545.14
258,1109,1394,1.0,1912.47,0.0,1912.47,1053.04
259,369,1892,1.0,2402.1,30.0,1681.47,266.67
260,438,1835,1.0,1236.31,0.0,1236.31,550.79
261,56,516,2.0,2467.1,5.0,2343.74,2296.2
262,1666,1551,1.0,1501.22,0.0,1501.22,869.16
263,695,1833,2.0,1558.13,0.0,1558.13,1241.5
264,518,659,1.0,1416.24,5.0,1345.43,733.18
265,516,1113,1.0,384.46,10.0,346.01,150.97
266,388,1636,1.0,2122.93,0.0,2122.93,1074.86
267,552,707,2.0,2054.63,0.0,2054.63,2361.82
268,1981,5978,1.0,1877.92,0.0,1877.92,781.65
269,111,373,1.0,2159.87,0.0,2159.87,996.98
270,585,1508,1.0,1928.04,0.0,1928.04,797.43
271,332,1386,2.0,1779.98,0.0,1779.98,1627.26
272,530,519,1.0,2323.37,10.0,2091.03,951.86
273,1840,670,1.0,1190.02,5.0,1130.52,605.93
274,1453,477,1.0,1424.79,0.0,1424.79,679.28
275,1654,607,2.0,324.92,0.0,324.92,376.56
276,266,988,2.0,680.45,0.0,680.45,786.1
277,1988,1062,1.0,2330.96,0.0,2330.96,1047.61
278,670,312,2.0,706.57,10.0,635.91,561.24
279,478,1660,1.0,1981.29,0.0,1981.29,827.54
280,1544,1880,1.0,1297.94,0.0,1297.94,512.48
281,455,1953,3.0,349.71,0.0,349.71,496.26
282,1211,102,1.0,1478.2,15.0,1256.47,622.43
283,284,231,1.0,462.63,0.0,462.63,205.98
284,635,718,1.0,2476.83,0.0,2476.83,1210.41
285,1780,672,-1.0,2022.3,0.0,2022.3,1042.99
286,1092,1733,2.0,536.54,0.0,536.54,446.28
287,1608,1995,1.0,1375.37,5.0,1306.6,652.75
288,1712,278,1.0,1957.1,0.0,1957.1,812.95
289,139,985,1.0,1211.62,0.0,1211.62,564.14
290,15,554,1.0,1501.87,0.0,1501.87,642.13
291,693,1459,1.0,1951.85,5.0,1854.26,814.18
292,1231,783,1.0,539.25,0.0,539.25,242.61
293,1093,1749,,1262.18,0.0,1262.18,507.99
294,1646,637,2.0,2195.3,0.0,2195.3,2281.96
295,705,1623,1.0,2225.58,10.0,2003.02,731.8
296,822,547,1.0,1514.41,0.0,1514.41,633.46
297,1963,1427,1.0,1996.56,15.0,1697.08,839.47
298,1666,1415,1.0,1590.89,30.0,1113.62,248.67
299,1347,624,1.0,1805.46,5.0,1715.19,621.58
300,289,983,1.0,468.68,0.0,468.68,258.16
301,1662,551,1.0,1729.67,20.0,1383.74,520.94
302,1069,1597,1.0,1490.63,0.0,1490.63,812.24
303,920,1962,1.0,1306.26,30.0,914.38,214.19
304,729,1441,1.0,1946.21,15.0,1654.28,643.57
305,715,1150,2.0,2085.53,0.0,2085.53,2408.24
306,1634,1889,2.0,2076.27,15.0,1764.83,1460.9
307,1774,1920,1.0,332.61,10.0,299.35,115.38
308,1168,328,1.0,853.65,0.0,853.65,338.32
309,1989,265,1.0,1290.39,,1225.87,530.3
310,1582,424,,2106.44,0.0,2106.44,2243.98
311,1111,1429,2.0,855.58,0.0,855.58,663.08
312,1051,883,2.0,997.79,0.0,997.79,1010.88
313,1411,1156,1.0,1534.81,5.0,1458.07,514.84
314,1270,234,3.0,1762.85,0.0,1762.85,2848.14
315,6809,534,1.0,2478.03,10.0,2230.23,895.08
316,606,161,1.0,1546.08,0.0,1546.08,609.33
317,1027,1390,1.0,417.21,5.0,396.35,157.11
318,529,815,1.0,1687.7,0.0,1687.7,694.59
319,1497,958,1.0,958.99,0.0,958.99,410.55
320,1784,1365,1.0,1997.31,0.0,1997.31,909.17
321,670,744,1.0,1255.03,0.0,1255.03,581.23
322,1416,386,1.0,1591.13,0.0,1591.13,851.05
323,802,415,1.0,512.03,5.0,486.43,248.4
324,1082,1739,1.0,793.89,10.0,714.5,260.9
325,1866,976,1.0,1648.34,0.0,1648.34,896.23
326,152,1295,1.0,2336.03,0.0,2336.03,1334.16
327,548,1187,1.0,2335.63,0.0,2335.63,947.09
328,1636,558,1.0,1238.17,0.0,1238.17,610.46
329,198,1555,,726.69,0.0,726.69,342.71
330,1649,1980,1.0,948.41,0.0,948.41,448.3
331,679,935,1.0,1603.22,0.0,1603.22,727.3
332,28,865,1.0,1415.5,5.0,1344.72,628.17
333,1488,1783,2.0,2277.39,20.0,1821.91,1528.64
334,1896,1433,1.0,1380.04,0.0,1380.04,585.75
335,1631,59,1.0,1614.23,30.0,1129.96,313.5
336,94,722,1.0,2008.02,0.0,2008.02,1054.67
337,633,1142,1.0,1455.38,0.0,1455.38,595.94
338,140,1790,1.0,1550.36,0.0,1550.36,654.58
339,1067,483,3.0,1937.09,15.0,1646.53,2118.75
340,1321,111,2.0,1177.38,0.0,1177.38,1298.9
341,118,1819,1.0,1279.12,15.0,1087.25,506.79
342,541,384,2.0,1109.97,0.0,1109.97,1037.1
343,1554,270,1.0,557.33,30.0,390.13,101.0
344,1185,1368,1.0,768.23,10.0,691.41,279.82
345,1283,458,1.0,2046.35,0.0,2046.35,949.92
346,299,1286,2.0,1588.9,0.0,1588.9,1731.9
347,1489,966,1.0,2372.01,0.0,2372.01,958.53
348,1093,57,1.0,2368.47,0.0,2368.47,988.99
349,1017,844,1.0,1028.87,20.0,823.1,245.86
350,943,1161,2.0,2259.62,10.0,2033.66,1555.08
351,480,1651,1.0,772.92,15.0,656.98,291.85
352,914,480,1.0,972.6,0.0,972.6,446.91
353,345,1616,1.0,1274.77,0.0,1274.77,551.94
354,460,215,1.0,1936.56,0.0,1936.56,1025.67
355,928,890,1.0,1820.77,0.0,1820.77,727.75
356,513,1488,2.0,1258.52,0.0,1258.52,1114.52
357,1909,353,1.0,944.19,0.0,944.19,400.43
358,1088,450,2.0,2003.41,0.0,2003.41,1776.28
359,1797,989,1.0,2010.73,0.0,2010.73,1140.63
360,70,327,2.0,1673.98,0.0,1673.98,1863.9
361,802,1772,1.0,2059.35,0.0,2059.35,1071.27
362,1557,1801,1.0,461.61,15.0,392.37,180.64
363,1611,96,1.0,2398.83,0.0,2398.83,1383.42
364,1228,222,1.0,1403.42,0.0,1403.42,670.55
365,604,1627,1.0,1973.11,0.0,1973.11,1131.86
366,262,1231,1.0,675.78,5.0,641.99,269.79
367,1211,1650,1.0,1890.03,0.0,1890.03,1034.55
368,511,48,1.0,1023.18,20.0,818.54,333.74
369,222,480,1.0,972.6,5.0,923.97,398.28
370,34,1871,1.0,2183.03,0.0,2183.03,1099.51
371,353,1380,2.0,1420.5,0.0,1420.5,1618.52
372,516,510,1.0,1058.79,0.0,1058.79,437.4
373,545,1097,1.0,2236.97,0.0,2236.97,1229.49
374,908,1794,1.0,334.41,5.0,317.69,173.41
375,370,118,1.0,2288.53,15.0,1945.25,943.97
376,1562,262,2.0,2355.95,0.0,2355.95,2059.52
377,1306,487,1.0,2269.74,0.0,2269.74,1281.73
378,1335,1308,1.0,760.12,0.0,760.12,303.97
379,1238,1408,1.0,2031.15,0.0,2031.15,967.62
380,397,598,1.0,1770.71,0.0,1770.71,796.81
381,867,244,1.0,2271.24,5.0,2157.68,1058.88
382,461,351,1.0,775.06,0.0,775.06,392.56
383,1105,1800,2.0,304.83,0.0,304.83,336.96
384,1583,636,1.0,836.5,15.0,711.02,212.9
385,445,789,1.0,2042.71,0.0,2042.71,887.12
386,162,800,1.0,585.36,30.0,409.75,145.07
387,683,300,2.0,1269.44,15.0,1079.02,806.74
388,848,390,3.0,1267.9,0.0,1267.9,1537.35
389,1180,232,1.0,2317.18,0.0,2317.18,1061.66
390,570,298,2.0,1280.25,0.0,1280.25,1081.7
391,684,1638,1.0,2134.57,0.0,2134.57,1017.66
392,976,1507,1.0,874.95,5.0,831.2,376.82
393,1447,1619,1.0,1863.31,0.0,1863.31,957.3
394,287,839,1.0,2158.32,0.0,2158.32,1058.3
395,868,227,2.0,1036.98,30.0,725.89,568.28
396,162,459,1.0,1187.48,10.0,1068.73,419.6
397,655,71,1.0,1816.43,15.0,1543.97,540.73
398,363,194,1.0,1321.09,0.0,1321.09,632.2
399,834,1089,1.0,711.11,0.0,711.11,361.76
400,648,1714,1.0,559.89,0.0,559.89,309.55
401,372,300,2.0,1269.44,0.0,1269.44,1187.58
402,1580,1858,1.0,1841.96,5.0,1749.86,851.9
403,1040,1684,1.0,1256.4,0.0,1256.4,592.23
404,832,724,,2027.02,10.0,1824.32,741.83
405,1508,831,1.0,2090.66,10.0,1881.59,923.07
406,232,1384,1.0,2392.54,10.0,2153.29,1143.77
407,1107,1527,1.0,2384.19,5.0,2264.98,947.77
408,690,1814,1.0,1474.35,10.0,1326.92,640.24
409,651,1374,1.0,2202.19,30.0,1541.53,279.16
410,1283,316,2.0,2245.3,0.0,2245.3,2391.14
411,268,1639,2.0,2223.8,15.0,1890.23,1312.0
412,55,1187,1.0,2335.63,,1985.29,596.75
413,102,302,2.0,881.75,0.0,881.75,993.86
414,460,657,1.0,897.68,0.0,897.68,344.25
415,236,1322,1.0,2277.28,0.0,2277.28,1129.65
416,1769,12,1.0,862.89,0.0,862.89,406.14
417,49,1574,1.0,907.16,0.0,907.16,409.79
418,1663,1083,1.0,528.16,0.0,528.16,261.49
419,1538,1190,1.0,1101.4,0.0,1101.4,584.86
420,1072,1893,1.0,1360.96,0.0,1360.96,687.61
421,852,425,1.0,534.86,0.0,534.86,225.94
422,1495,28,1.0,919.59,0.0,919.59,364.13
423,1633,1272,1.0,804.32,15.0,683.67,227.05
424,675,813,1.0,2411.41,10.0,2170.27,763.28
425,1975,119,1.0,1235.83,5.0,1174.04,483.0
426,1725,456,2.0,1781.53,20.0,1425.22,1149.92
427,1646,1910,0.0,490.72,20.0,392.58,105.67
428,1178,1609,2.0,608.42,0.0,608.42,547.8
429,1928,1424,1.0,2066.58,0.0,2066.58,936.15
430,800,1442,1.0,788.28,0.0,788.28,385.41
431,1736,1946,1.0,1950.76,0.0,1950.76,914.44
432,1085,93,1.0,1857.45,0.0,1857.45,1024.28
433,1131,1781,1.0,1307.98,0.0,1307.98,534.34
434,912,1233,1.0,1782.54,0.0,1782.54,711.31
435,319,160,1.0,1766.78,0.0,1766.78,1013.05
436,342,169,1.0,542.25,0.0,542.25,310.59
437,1732,201,1.0,1553.31,0.0,1553.31,838.09
438,484,1592,1.0,1943.03,0.0,1943.03,976.14
439,1553,745,1.0,2367.03,30.0,1656.92,352.65
440,737,188,1.0,643.71,0.0,643.71,281.83
441,385,1541,2.0,486.17,0.0,486.17,516.26
442,700,981,1.0,1503.37,,1503.37,626.05
443,1193,491,2.0,1384.97,0.0,1384.97,1541.02
444,1821,1103,1.0,598.48,10.0,538.63,238.97
445,215,343,2.0,2457.03,10.0,2211.33,2025.98
446,558,807,1.0,1435.06,0.0,1435.06,661.32
447,1911,645,1.0,1457.3,5.0,1384.44,482.32
448,996,103,1.0,2211.22,0.0,2211.22,1258.03
449,1120,475,1.0,1238.11,10.0,1114.3,532.86
450,1759,540,2.0,1804.53,15.0,1533.85,1478.24
451,1479,1225,2.0,1697.22,0.0,1697.22,1588.06
452,1020,1281,2.0,1740.26,15.0,1479.22,1272.86
453,1681,337,2.0,2228.38,15.0,1894.12,1660.34
454,1376,1610,1.0,1296.48,0.0,1296.48,689.33
455,909,1590,1.0,1295.56,10.0,1166.0,420.59
456,1474,69,1.0,1618.37,30.0,1132.86,395.26
457,319,1371,1.0,1598.41,,1518.49,843.07
458,1233,1850,1.0,1412.66,0.0,1412.66,665.17
459,898,324,1.0,1346.46,5.0,1279.14,568.46
460,744,581,1.0,1343.26,0.0,1343.26,529.59
461,777,1250,2.0,2330.46,0.0,2330.46,2287.2
462,1750,454,1.0,460.26,10.0,414.23,161.14
463,1128,1489,1.0,1084.52,20.0,867.62,326.31
464,591,1950,2.0,2041.9,0.0,2041.9,2351.68
465,1316,1489,1.0,1084.52,20.0,867.62,326.31
466,1609,1423,0.0,2032.06,0.0,2032.06,828.51
467,442,273,2.0,1487.75,15.0,1264.59,790.9
468,1653,1409,2.0,1140.09,0.0,1140.09,1009.56
469,903,945,1.0,383.56,0.0,383.56,162.61
470,1203,1673,1.0,656.19,,656.19,379.75
471,387,1190,1.0,1101.4,0.0,1101.4,584.86
472,1372,1462,1.0,2263.19,0.0,2263.19,1221.84
473,393,48,2.0,1023.18,0.0,1023.18,1076.76
474,1457,1858,1.0,1841.96,10.0,1657.76,759.8
475,1646,881,1.0,2293.84,0.0,2293.84,1225.0
476,352,1557,1.0,2164.81,0.0,2164.81,937.45
477,18,1759,1.0,2191.96,0.0,2191.96,869.63
478,1431,1928,1.0,2439.36,0.0,2439.36,1005.53
479,543,1385,1.0,1517.95,0.0,1517.95,696.87
480,1167,921,1.0,1765.93,15.0,1501.04,411.04
481,496,1656,3.0,1085.35,10.0,976.82,1528.83
482,1903,654,1.0,2000.05,0.0,2000.05,878.73
483,280,160,1.0,1766.78,5.0,1678.44,924.71
484,447,1303,2.0,1861.37,15.0,1582.16,1289.46
485,1131,1670,1.0,1635.57,5.0,1553.79,834.43
486,1964,1128,1.0,1384.01,20.0,1107.21,341.96
